Product_ID,Product_Name,Category,Subcategory,Brand,Supplier_ID,Unit_Cost_INR,Selling_Price_INR,Profit_Margin_Percent,Weight_Kg,Warranty_Months,GST_Rate,Launch_Date,Reorder_Level,Product_Status
PRD02664,Durian Table 2664,Furniture,Table,Durian,SUP0362,51976,74845.44,44,8.02,6,28,2024-05-31,293,Active
PRD02665,Lego Remote Control 2665,Toys,Remote Control,Lego,SUP0116,5281,6178.77,17,20.76,0,5,2021-03-13,26,Active
PRD02666,Amul Snacks 2666,Grocery,Snacks,Amul,SUP0167,651,794.22,22,36.75,6,18,2019-07-30,179,Active
PRD02667,Puma Jeans 2667,Fashion,Jeans,Puma,SUP0343,2432,3137.28,29,6.73,0,18,2019-05-03,41,Active
PRD02668,Bloomsbury Business 2668,Books,Business,Bloomsbury,SUP0059,2480,3224.0,30,25.59,0,28,2024-03-31,35,Active
PRD02669,Himalaya Supplements 2669,Healthcare,Supplements,Himalaya,SUP0469,11451,15344.34,34,36.42,0,18,2024-11-02,129,Active
PRD02670,Pearson Business 2670,Books,Business,Pearson,SUP0110,1848,2587.2,40,21.25,36,5,2019-01-07,118,Active
PRD02671,Tata Beverages 2671,Grocery,Beverages,Tata,SUP0350,479,565.22,18,28.23,36,28,2021-10-06,60,Active
PRD02672,L'Oreal Soap 2672,Beauty,Soap,L'Oreal,SUP0347,964,1137.52,18,22.18,24,5,2022-01-28,31,Active
PRD02673,Godrej Table 2673,Furniture,Table,Godrej,SUP0063,31562,41977.46,33,30.67,24,12,2024-01-31,191,Active
PRD02674,Yonex Gym 2674,Sports,Gym,Yonex,SUP0374,9930,14001.3,41,5.55,36,12,2024-09-04,221,Discontinued
PRD02675,Lego Puzzle 2675,Toys,Puzzle,Lego,SUP0156,5347,6416.4,20,14.54,36,18,2020-04-05,65,Active
PRD02676,Adidas Gym 2676,Sports,Gym,Adidas,SUP0058,8765,12271.0,40,13.69,12,5,2020-07-23,269,Active
PRD02677,McGraw Hill Biography 2677,Books,Biography,McGraw Hill,SUP0315,1556,2022.8,30,22.14,12,12,2020-04-05,235,Active
PRD02678,Sony Laptop 2678,Electronics,Laptop,Sony,SUP0499,20770,27416.4,32,27.28,12,12,2023-08-20,70,Active
PRD02679,Dove Cream 2679,Beauty,Cream,Dove,SUP0083,2400,2904.0,21,5.5,24,5,2022-01-02,256,Active
PRD02680,Fortune Oil 2680,Grocery,Oil,Fortune,SUP0263,1840,2576.0,40,38.08,24,5,2023-05-31,144,Active
PRD02681,Tata Spices 2681,Grocery,Spices,Tata,SUP0204,1132,1550.84,37,9.43,24,12,2023-08-15,144,Active
PRD02682,LG Headphones 2682,Electronics,Headphones,LG,SUP0255,13301,16227.22,22,30.81,36,28,2021-02-15,30,Active
PRD02683,Pearson Academic 2683,Books,Academic,Pearson,SUP0164,1466,1964.44,34,7.48,36,5,2021-02-10,74,Active
PRD02684,McGraw Hill Children 2684,Books,Children,McGraw Hill,SUP0355,1959,2546.7,30,14.93,0,5,2023-11-22,159,Active
PRD02685,Nike Jacket 2685,Fashion,Jacket,Nike,SUP0488,2946,4212.78,43,21.58,6,28,2021-01-04,96,Active
PRD02686,Boat Headphones 2686,Electronics,Headphones,Boat,SUP0491,34183,39652.28,16,3.36,36,28,2022-05-18,253,Active
PRD02687,Himalaya Thermometer 2687,Healthcare,Thermometer,Himalaya,SUP0063,5893,7896.62,34,14.07,0,5,2019-04-06,112,Active
PRD02688,Fortune Snacks 2688,Grocery,Snacks,Fortune,SUP0173,622,771.28,24,23.13,24,18,2022-01-15,126,Active
PRD02689,Allen Solly Shoes 2689,Fashion,Shoes,Allen Solly,SUP0122,4232,6094.08,44,4.4,12,5,2019-05-02,297,Active
PRD02690,Lego Puzzle 2690,Toys,Puzzle,Lego,SUP0107,4850,6256.5,29,11.81,24,12,2019-08-30,126,Active
PRD02691,Nivea Face Wash 2691,Beauty,Face Wash,Nivea,SUP0345,710,994.0,40,25.14,24,18,2019-01-30,260,Active
PRD02692,Nestle Oil 2692,Grocery,Oil,Nestle,SUP0421,800,1128.0,41,15.52,24,12,2023-08-06,217,Active
PRD02693,Allen Solly Shoes 2693,Fashion,Shoes,Allen Solly,SUP0388,4463,5801.9,30,12.86,24,28,2022-12-18,49,Active
PRD02694,L'Oreal Face Wash 2694,Beauty,Face Wash,L'Oreal,SUP0286,2118,3028.74,43,2.0,12,18,2024-12-29,146,Active
PRD02695,Aashirvaad Beverages 2695,Grocery,Beverages,Aashirvaad,SUP0324,2472,3386.64,37,23.07,24,12,2019-12-11,240,Active
PRD02696,Nike Jacket 2696,Fashion,Jacket,Nike,SUP0088,2029,2901.47,43,37.45,12,18,2021-05-28,289,Active
PRD02697,Lego Board Game 2697,Toys,Board Game,Lego,SUP0497,6623,7815.14,18,0.54,24,18,2022-08-12,158,Active
PRD02698,IKEA Sofa 2698,Furniture,Sofa,IKEA,SUP0491,58728,78108.24,33,29.41,24,5,2019-11-16,79,Active
PRD02699,Levis Jacket 2699,Fashion,Jacket,Levis,SUP0142,4431,5981.85,35,32.84,6,5,2024-02-08,25,Active
PRD02700,LG Headphones 2700,Electronics,Headphones,LG,SUP0174,116560,141037.6,21,36.44,12,5,2020-05-18,98,Active
PRD02701,HP Headphones 2701,Electronics,Headphones,HP,SUP0024,9989,13085.59,31,9.57,36,18,2021-09-05,172,Active
PRD02702,Allen Solly Jeans 2702,Fashion,Jeans,Allen Solly,SUP0030,2711,3497.19,29,22.63,24,18,2022-03-24,287,Active
PRD02703,Puma Jeans 2703,Fashion,Jeans,Puma,SUP0075,5078,6906.08,36,11.63,12,12,2023-02-14,153,Active
PRD02704,Fortune Beverages 2704,Grocery,Beverages,Fortune,SUP0391,1167,1540.44,32,38.07,0,18,2024-12-24,70,Active
PRD02705,Puma Cricket 2705,Sports,Cricket,Puma,SUP0108,10103,13841.11,37,32.08,0,5,2022-10-18,150,Active
PRD02706,Hasbro Action Figure 2706,Toys,Action Figure,Hasbro,SUP0176,7829,9081.64,16,1.45,36,28,2023-10-12,274,Active
PRD02707,L'Oreal Face Wash 2707,Beauty,Face Wash,L'Oreal,SUP0344,642,757.56,18,14.68,0,12,2020-10-09,178,Active
PRD02708,Nivea Serum 2708,Beauty,Serum,Nivea,SUP0343,1632,1974.72,21,15.22,6,5,2019-09-10,175,Active
PRD02709,Aashirvaad Rice 2709,Grocery,Rice,Aashirvaad,SUP0442,573,658.95,15,20.48,12,28,2024-04-12,58,Active
PRD02710,Pearson Academic 2710,Books,Academic,Pearson,SUP0462,833,1132.88,36,7.82,6,5,2022-02-14,57,Active
PRD02711,Nilkamal Chair 2711,Furniture,Chair,Nilkamal,SUP0231,8613,10680.12,24,11.24,12,18,2021-01-18,245,Active
PRD02712,Godrej Wardrobe 2712,Furniture,Wardrobe,Godrej,SUP0398,36720,45165.6,23,5.65,36,5,2019-10-27,54,Active
PRD02713,Cosco Gym 2713,Sports,Gym,Cosco,SUP0278,8419,9934.42,18,15.83,24,28,2024-01-15,195,Active
PRD02714,Sony Laptop 2714,Electronics,Laptop,Sony,SUP0070,5620,7306.0,30,23.35,0,28,2022-12-19,85,Active
PRD02715,Whirlpool AC 2715,Home Appliances,AC,Whirlpool,SUP0463,30795,41881.2,36,16.09,0,12,2021-10-27,190,Discontinued
PRD02716,Accu-Chek Thermometer 2716,Healthcare,Thermometer,Accu-Chek,SUP0090,8615,10165.7,18,13.17,6,18,2020-04-08,216,Active
PRD02717,Lakme Serum 2717,Beauty,Serum,Lakme,SUP0378,2869,4045.29,41,4.98,6,18,2021-04-23,49,Active
PRD02718,Dr Morepen Sanitizer 2718,Healthcare,Sanitizer,Dr Morepen,SUP0434,6951,8688.75,25,31.8,36,5,2022-02-03,169,Active
PRD02719,Mamaearth Face Wash 2719,Beauty,Face Wash,Mamaearth,SUP0253,986,1252.22,27,37.42,36,5,2022-12-01,276,Active
PRD02720,Omron Supplements 2720,Healthcare,Supplements,Omron,SUP0410,6285,8799.0,40,29.39,36,28,2021-10-10,140,Active
PRD02721,Nivea Soap 2721,Beauty,Soap,Nivea,SUP0276,492,615.0,25,14.39,36,5,2019-08-19,44,Active
PRD02722,Hamleys Remote Control 2722,Toys,Remote Control,Hamleys,SUP0345,7613,9211.73,21,21.45,36,18,2022-10-07,233,Active
PRD02723,Mamaearth Cream 2723,Beauty,Cream,Mamaearth,SUP0414,2381,3000.06,26,28.38,0,18,2024-06-08,23,Active
PRD02724,Funskool Action Figure 2724,Toys,Action Figure,Funskool,SUP0300,7044,9791.16,39,15.97,24,18,2023-11-25,265,Active
PRD02725,Bloomsbury Business 2725,Books,Business,Bloomsbury,SUP0308,1576,1938.48,23,12.19,12,18,2019-09-02,156,Active
PRD02726,Aashirvaad Snacks 2726,Grocery,Snacks,Aashirvaad,SUP0202,256,299.52,17,23.81,0,5,2020-02-02,260,Active
PRD02727,Nike Football 2727,Sports,Football,Nike,SUP0266,464,644.96,39,16.14,6,28,2022-02-07,167,Active
PRD02728,Sony Headphones 2728,Electronics,Headphones,Sony,SUP0477,113374,141717.5,25,27.35,0,5,2020-07-26,158,Active
PRD02729,Boat TV 2729,Electronics,TV,Boat,SUP0061,111265,153545.7,38,30.88,6,5,2019-05-14,105,Active
PRD02730,Tata Spices 2730,Grocery,Spices,Tata,SUP0393,952,1123.36,18,26.01,36,12,2019-01-14,138,Active
PRD02731,Lego Puzzle 2731,Toys,Puzzle,Lego,SUP0275,8726,12390.92,42,16.66,12,12,2021-06-06,73,Active
PRD02732,Levis T-Shirt 2732,Fashion,T-Shirt,Levis,SUP0289,5948,7256.56,22,21.46,24,18,2022-03-15,117,Active
PRD02733,Havells AC 2733,Home Appliances,AC,Havells,SUP0087,48711,64298.52,32,34.6,0,12,2021-02-26,54,Active
PRD02734,Dove Cream 2734,Beauty,Cream,Dove,SUP0247,937,1133.77,21,34.21,6,12,2024-02-13,180,Active
PRD02735,Fortune Beverages 2735,Grocery,Beverages,Fortune,SUP0151,1980,2534.4,28,10.22,6,28,2020-03-05,44,Active
PRD02736,Whirlpool Mixer 2736,Home Appliances,Mixer,Whirlpool,SUP0279,67901,86234.27,27,6.28,24,28,2023-02-20,182,Active
PRD02737,Godrej Wardrobe 2737,Furniture,Wardrobe,Godrej,SUP0228,43485,53921.4,24,22.13,24,28,2023-11-27,34,Active
PRD02738,Funskool Board Game 2738,Toys,Board Game,Funskool,SUP0346,11947,16845.27,41,36.52,12,18,2022-10-07,85,Active
PRD02739,L'Oreal Serum 2739,Beauty,Serum,L'Oreal,SUP0396,2556,3629.52,42,31.02,36,18,2019-07-09,288,Active
PRD02740,Hamleys Educational 2740,Toys,Educational,Hamleys,SUP0454,10164,13924.68,37,37.17,0,12,2023-03-06,228,Active
PRD02741,Dr Morepen BP Monitor 2741,Healthcare,BP Monitor,Dr Morepen,SUP0358,6429,9000.6,40,7.93,12,5,2021-04-13,121,Active
PRD02742,Nestle Snacks 2742,Grocery,Snacks,Nestle,SUP0049,622,864.58,39,30.73,24,18,2024-04-14,227,Active
PRD02743,Amul Beverages 2743,Grocery,Beverages,Amul,SUP0338,2244,2760.12,23,7.24,12,12,2019-10-30,28,Active
PRD02744,Adidas Badminton 2744,Sports,Badminton,Adidas,SUP0372,7802,10454.68,34,20.28,24,18,2020-11-15,287,Active
PRD02745,IFB Refrigerator 2745,Home Appliances,Refrigerator,IFB,SUP0306,70184,83518.96,19,22.86,36,18,2019-10-08,128,Active
PRD02746,Nike Shirt 2746,Fashion,Shirt,Nike,SUP0426,2613,3266.25,25,0.29,0,28,2023-08-07,120,Active
PRD02747,Hasbro Puzzle 2747,Toys,Puzzle,Hasbro,SUP0409,5887,7299.88,24,28.56,36,5,2023-11-15,222,Active
PRD02748,Nike Badminton 2748,Sports,Badminton,Nike,SUP0012,13604,16324.8,20,29.58,36,12,2021-07-16,77,Active
PRD02749,Accu-Chek Sanitizer 2749,Healthcare,Sanitizer,Accu-Chek,SUP0193,7770,10878.0,40,38.09,6,12,2020-10-02,37,Active
PRD02750,Penguin Biography 2750,Books,Biography,Penguin,SUP0256,577,721.25,25,31.4,24,28,2023-11-10,140,Active
PRD02751,Nike Jeans 2751,Fashion,Jeans,Nike,SUP0080,918,1239.3,35,28.34,36,18,2019-02-12,260,Active
PRD02752,Aashirvaad Rice 2752,Grocery,Rice,Aashirvaad,SUP0237,873,1187.28,36,17.96,24,5,2022-05-17,99,Active
PRD02753,Whirlpool Mixer 2753,Home Appliances,Mixer,Whirlpool,SUP0176,73172,91465.0,25,31.03,12,12,2022-07-17,247,Active
PRD02754,Durian Sofa 2754,Furniture,Sofa,Durian,SUP0193,68348,80650.64,18,24.56,6,5,2023-09-26,209,Active
PRD02755,Cosco Cycling 2755,Sports,Cycling,Cosco,SUP0431,4473,5322.87,19,32.42,0,18,2020-07-08,87,Discontinued
PRD02756,Whirlpool Mixer 2756,Home Appliances,Mixer,Whirlpool,SUP0234,77896,101264.8,30,7.26,0,5,2020-01-17,192,Active
PRD02757,Bloomsbury Business 2757,Books,Business,Bloomsbury,SUP0445,1427,1712.4,20,24.85,6,18,2019-08-02,293,Active
PRD02758,Nike Jeans 2758,Fashion,Jeans,Nike,SUP0083,575,678.5,18,27.97,24,5,2021-05-01,111,Active
PRD02759,Fortune Oil 2759,Grocery,Oil,Fortune,SUP0446,1071,1370.88,28,2.13,0,5,2019-01-26,244,Active
PRD02760,Boat Headphones 2760,Electronics,Headphones,Boat,SUP0026,76783,92907.43,21,17.69,24,18,2021-05-02,100,Active
PRD02761,Bosch AC 2761,Home Appliances,AC,Bosch,SUP0474,30000,39600.0,32,35.6,12,28,2019-09-10,78,Active
PRD02762,Sony Headphones 2762,Electronics,Headphones,Sony,SUP0029,111206,134559.26,21,17.2,6,28,2024-04-20,299,Active
PRD02763,Allen Solly Shoes 2763,Fashion,Shoes,Allen Solly,SUP0189,5095,5910.2,16,19.16,36,28,2022-05-22,33,Active
PRD02764,Adidas Gym 2764,Sports,Gym,Adidas,SUP0198,865,1055.3,22,16.07,0,12,2024-07-29,254,Active
PRD02765,Samsung Smartwatch 2765,Electronics,Smartwatch,Samsung,SUP0493,61428,80470.68,31,31.52,36,12,2020-02-20,39,Active
PRD02766,Mattel Educational 2766,Toys,Educational,Mattel,SUP0336,2321,3295.82,42,6.2,36,28,2022-03-10,29,Active
PRD02767,Cosco Cycling 2767,Sports,Cycling,Cosco,SUP0359,11054,12822.64,16,27.57,0,12,2024-08-09,183,Active
PRD02768,Mamaearth Face Wash 2768,Beauty,Face Wash,Mamaearth,SUP0204,1793,2259.18,26,6.39,24,12,2021-08-14,284,Active
PRD02769,Samsung Smartwatch 2769,Electronics,Smartwatch,Samsung,SUP0350,69700,85731.0,23,15.22,24,5,2022-03-04,213,Active
PRD02770,Pearson Biography 2770,Books,Biography,Pearson,SUP0072,826,1139.88,38,38.53,6,5,2021-09-25,286,Active
PRD02771,IFB Mixer 2771,Home Appliances,Mixer,IFB,SUP0498,46686,67694.7,45,30.56,36,28,2024-07-16,274,Active
PRD02772,Funskool Board Game 2772,Toys,Board Game,Funskool,SUP0168,11564,15842.68,37,16.2,12,28,2023-01-10,231,Active
PRD02773,Omron Supplements 2773,Healthcare,Supplements,Omron,SUP0255,5599,7894.59,41,34.57,6,28,2020-03-17,25,Active
PRD02774,Pearson Business 2774,Books,Business,Pearson,SUP0298,1475,2124.0,44,10.92,0,28,2021-12-27,249,Active
PRD02775,McGraw Hill Biography 2775,Books,Biography,McGraw Hill,SUP0209,729,962.28,32,31.19,36,28,2021-05-13,212,Active
PRD02776,Dettol Supplements 2776,Healthcare,Supplements,Dettol,SUP0463,14532,19908.84,37,20.1,0,18,2019-01-17,56,Active
PRD02777,McGraw Hill Novel 2777,Books,Novel,McGraw Hill,SUP0154,266,356.44,34,9.03,12,18,2020-05-22,32,Active
PRD02778,Godrej Table 2778,Furniture,Table,Godrej,SUP0125,88805,121662.85,37,25.26,24,18,2022-01-07,257,Active
PRD02779,Adidas Cricket 2779,Sports,Cricket,Adidas,SUP0192,11453,13514.54,18,36.97,36,5,2024-01-10,271,Active
PRD02780,Nike Shirt 2780,Fashion,Shirt,Nike,SUP0189,2673,3180.87,19,30.59,0,12,2021-11-16,94,Active
PRD02781,Levis Jeans 2781,Fashion,Jeans,Levis,SUP0390,5408,6489.6,20,10.23,6,5,2024-04-18,168,Active
PRD02782,HP Laptop 2782,Electronics,Laptop,HP,SUP0017,14671,18632.17,27,39.26,0,5,2023-09-29,187,Active
PRD02783,McGraw Hill Children 2783,Books,Children,McGraw Hill,SUP0042,1140,1345.2,18,5.62,36,28,2023-11-05,24,Active
PRD02784,Nivea Face Wash 2784,Beauty,Face Wash,Nivea,SUP0483,714,871.08,22,23.03,36,5,2024-04-25,295,Active
PRD02785,Pearson Children 2785,Books,Children,Pearson,SUP0467,2034,2908.62,43,32.32,12,28,2022-10-22,181,Active
PRD02786,Funskool Remote Control 2786,Toys,Remote Control,Funskool,SUP0229,1736,2204.72,27,29.18,0,18,2024-08-13,150,Active
PRD02787,Himalaya First Aid 2787,Healthcare,First Aid,Himalaya,SUP0372,8135,11144.95,37,15.07,36,18,2023-04-12,130,Active
PRD02788,Dettol Supplements 2788,Healthcare,Supplements,Dettol,SUP0059,714,821.1,15,14.64,0,12,2024-07-25,261,Active
PRD02789,Levis Jacket 2789,Fashion,Jacket,Levis,SUP0139,1770,2301.0,30,9.96,6,5,2024-11-10,116,Active
PRD02790,Amul Spices 2790,Grocery,Spices,Amul,SUP0458,820,1148.0,40,28.85,36,18,2019-03-22,61,Active
PRD02791,Amul Beverages 2791,Grocery,Beverages,Amul,SUP0327,820,1049.6,28,34.79,12,5,2023-03-24,47,Active
PRD02792,Durian Chair 2792,Furniture,Chair,Durian,SUP0457,75887,107759.54,42,36.96,12,12,2023-10-23,129,Discontinued
PRD02793,Nivea Cream 2793,Beauty,Cream,Nivea,SUP0117,1926,2253.42,17,24.64,0,28,2024-11-10,234,Active
PRD02794,Mamaearth Shampoo 2794,Beauty,Shampoo,Mamaearth,SUP0021,610,713.7,17,18.7,24,5,2022-11-22,161,Active
PRD02795,Lakme Serum 2795,Beauty,Serum,Lakme,SUP0234,1406,1659.08,18,18.69,6,18,2024-08-26,296,Active
PRD02796,Yonex Football 2796,Sports,Football,Yonex,SUP0204,13020,15233.4,17,29.92,36,12,2024-02-08,94,Active
PRD02797,US Polo Shirt 2797,Fashion,Shirt,US Polo,SUP0229,5535,7306.2,32,15.39,24,18,2024-07-06,107,Active
PRD02798,Amul Rice 2798,Grocery,Rice,Amul,SUP0229,1498,1827.56,22,0.76,12,5,2024-06-14,145,Active
PRD02799,Samsung TV 2799,Electronics,TV,Samsung,SUP0169,104303,148110.26,42,1.46,36,5,2022-09-09,28,Active
PRD02800,Dove Face Wash 2800,Beauty,Face Wash,Dove,SUP0139,1267,1558.41,23,22.35,12,18,2024-01-23,233,Active
PRD02801,Nivea Soap 2801,Beauty,Soap,Nivea,SUP0062,2676,3398.52,27,1.98,6,5,2019-12-28,235,Active
PRD02802,Lakme Face Wash 2802,Beauty,Face Wash,Lakme,SUP0436,348,421.08,21,31.7,12,28,2023-11-08,208,Active
PRD02803,Yonex Football 2803,Sports,Football,Yonex,SUP0289,5933,6941.61,17,30.8,36,5,2023-08-04,33,Active
PRD02804,Havells AC 2804,Home Appliances,AC,Havells,SUP0021,60144,69165.6,15,28.82,24,28,2023-02-13,229,Active
PRD02805,Puma Cricket 2805,Sports,Cricket,Puma,SUP0287,9826,12380.76,26,25.93,0,18,2024-04-20,285,Active
PRD02806,Godrej Chair 2806,Furniture,Chair,Godrej,SUP0310,39599,54250.63,37,39.98,0,12,2024-04-02,105,Active
PRD02807,Lego Action Figure 2807,Toys,Action Figure,Lego,SUP0429,3821,5272.98,38,19.66,12,28,2020-07-01,129,Active
PRD02808,Havells Microwave 2808,Home Appliances,Microwave,Havells,SUP0030,42573,61730.85,45,15.34,36,18,2023-01-24,170,Active
PRD02809,Durian Chair 2809,Furniture,Chair,Durian,SUP0303,17954,24956.06,39,31.56,24,12,2021-06-12,33,Active
PRD02810,Himalaya BP Monitor 2810,Healthcare,BP Monitor,Himalaya,SUP0221,600,858.0,43,0.93,36,28,2022-06-08,138,Active
PRD02811,Nike Cycling 2811,Sports,Cycling,Nike,SUP0337,1753,2401.61,37,17.81,6,12,2022-10-04,202,Active
PRD02812,Allen Solly Jeans 2812,Fashion,Jeans,Allen Solly,SUP0114,4542,5495.82,21,15.22,24,12,2020-04-25,156,Active
PRD02813,Havells Refrigerator 2813,Home Appliances,Refrigerator,Havells,SUP0352,6838,9162.92,34,0.94,12,18,2022-03-29,172,Active
PRD02814,Allen Solly T-Shirt 2814,Fashion,T-Shirt,Allen Solly,SUP0168,5842,6835.14,17,39.16,12,5,2019-01-06,245,Active
PRD02815,Puma Jeans 2815,Fashion,Jeans,Puma,SUP0349,5002,6302.52,26,33.26,24,5,2021-03-14,230,Active
PRD02816,Lakme Soap 2816,Beauty,Soap,Lakme,SUP0071,757,908.4,20,31.01,12,28,2021-04-11,41,Active
PRD02817,McGraw Hill Children 2817,Books,Children,McGraw Hill,SUP0147,1115,1449.5,30,1.24,6,5,2022-02-22,278,Active
PRD02818,Havells Refrigerator 2818,Home Appliances,Refrigerator,Havells,SUP0027,63292,89874.64,42,27.3,0,5,2023-07-14,54,Active
PRD02819,McGraw Hill Academic 2819,Books,Academic,McGraw Hill,SUP0273,1390,1862.6,34,39.96,36,18,2020-09-15,263,Active
PRD02820,Puma Cricket 2820,Sports,Cricket,Puma,SUP0147,12302,17837.9,45,31.61,36,28,2024-02-27,23,Active
PRD02821,Himalaya Thermometer 2821,Healthcare,Thermometer,Himalaya,SUP0118,9637,11564.4,20,20.67,36,12,2022-04-24,63,Active
PRD02822,Lego Remote Control 2822,Toys,Remote Control,Lego,SUP0391,4696,6245.68,33,23.89,0,28,2020-10-27,250,Active
PRD02823,Durian Table 2823,Furniture,Table,Durian,SUP0254,73922,86488.74,17,33.02,36,28,2022-12-11,159,Active
PRD02824,Puma Football 2824,Sports,Football,Puma,SUP0354,10527,14632.53,39,27.39,0,28,2022-02-14,77,Active
PRD02825,Mattel Educational 2825,Toys,Educational,Mattel,SUP0035,10943,14882.48,36,39.23,36,5,2024-03-30,174,Active
PRD02826,Adidas Gym 2826,Sports,Gym,Adidas,SUP0095,7076,8774.24,24,36.47,0,28,2020-06-14,251,Active
PRD02827,Bosch Refrigerator 2827,Home Appliances,Refrigerator,Bosch,SUP0326,4727,6617.8,40,6.54,6,18,2022-05-02,249,Active
PRD02828,IKEA Table 2828,Furniture,Table,IKEA,SUP0345,81093,94067.88,16,13.26,6,18,2019-09-29,182,Active
PRD02829,Omron BP Monitor 2829,Healthcare,BP Monitor,Omron,SUP0429,2997,3746.25,25,12.08,36,12,2024-10-27,182,Active
PRD02830,IKEA Table 2830,Furniture,Table,IKEA,SUP0037,67757,90794.38,34,8.92,0,12,2019-12-02,271,Active
PRD02831,Godrej Wardrobe 2831,Furniture,Wardrobe,Godrej,SUP0484,63063,80090.01,27,11.78,24,28,2021-04-30,262,Active
PRD02832,IFB Refrigerator 2832,Home Appliances,Refrigerator,IFB,SUP0425,58002,70762.44,22,7.21,24,5,2024-04-24,45,Active
PRD02833,Hasbro Board Game 2833,Toys,Board Game,Hasbro,SUP0003,8238,10874.16,32,26.38,36,18,2023-03-18,153,Active
PRD02834,HP TV 2834,Electronics,TV,HP,SUP0034,65720,82807.2,26,37.53,36,12,2019-01-09,140,Active
PRD02835,Mattel Educational 2835,Toys,Educational,Mattel,SUP0500,10873,13047.6,20,33.04,36,28,2024-08-23,256,Active
PRD02836,Whirlpool AC 2836,Home Appliances,AC,Whirlpool,SUP0023,5275,6171.75,17,31.02,24,5,2023-03-20,275,Active
PRD02837,Himalaya Sanitizer 2837,Healthcare,Sanitizer,Himalaya,SUP0161,13447,18825.8,40,11.1,12,28,2023-08-27,120,Active
PRD02838,Pearson Children 2838,Books,Children,Pearson,SUP0094,1748,2377.28,36,27.08,6,5,2022-08-26,143,Active
PRD02839,HP Mobile 2839,Electronics,Mobile,HP,SUP0093,115072,159950.08,39,4.58,24,18,2019-07-28,222,Active
PRD02840,Fortune Rice 2840,Grocery,Rice,Fortune,SUP0314,314,364.24,16,28.62,12,18,2022-07-31,218,Active
PRD02841,HP Laptop 2841,Electronics,Laptop,HP,SUP0072,111440,138185.6,24,1.59,24,5,2019-03-12,98,Active
PRD02842,Cosco Football 2842,Sports,Football,Cosco,SUP0132,13295,18745.95,41,16.07,6,28,2020-04-23,108,Active
PRD02843,Amul Snacks 2843,Grocery,Snacks,Amul,SUP0012,963,1338.57,39,37.11,0,28,2020-12-17,162,Active
PRD02844,Himalaya Thermometer 2844,Healthcare,Thermometer,Himalaya,SUP0437,11581,16213.4,40,10.12,36,18,2025-01-07,139,Active
PRD02845,Hamleys Puzzle 2845,Toys,Puzzle,Hamleys,SUP0399,2445,3056.25,25,9.42,36,5,2022-03-09,108,Active
PRD02846,Godrej Table 2846,Furniture,Table,Godrej,SUP0383,65151,92514.42,42,33.46,24,28,2022-08-06,221,Active
PRD02847,Amul Oil 2847,Grocery,Oil,Amul,SUP0405,2438,3364.44,38,23.61,0,28,2020-05-01,48,Active
PRD02848,Pearson Academic 2848,Books,Academic,Pearson,SUP0498,252,335.16,33,9.17,24,18,2022-12-07,269,Active
PRD02849,Whirlpool Washing Machine 2849,Home Appliances,Washing Machine,Whirlpool,SUP0182,79917,97498.74,22,28.37,24,28,2021-06-15,242,Active
PRD02850,Adidas Cycling 2850,Sports,Cycling,Adidas,SUP0094,10069,11680.04,16,39.47,12,12,2022-07-22,119,Active
PRD02851,Hasbro Action Figure 2851,Toys,Action Figure,Hasbro,SUP0143,7268,9739.12,34,38.44,12,5,2023-07-28,154,Active
PRD02852,Funskool Educational 2852,Toys,Educational,Funskool,SUP0127,455,559.65,23,37.62,12,5,2022-08-07,111,Active
PRD02853,Godrej Wardrobe 2853,Furniture,Wardrobe,Godrej,SUP0162,44221,61467.19,39,5.13,6,28,2020-11-04,158,Active
PRD02854,Cosco Football 2854,Sports,Football,Cosco,SUP0025,12506,17008.16,36,6.75,6,28,2022-01-10,40,Active
PRD02855,Hasbro Educational 2855,Toys,Educational,Hasbro,SUP0255,2514,3519.6,40,31.34,36,5,2020-09-05,268,Active
PRD02856,Levis Jeans 2856,Fashion,Jeans,Levis,SUP0159,4116,5186.16,26,26.97,0,12,2023-01-25,96,Active
PRD02857,LG TV 2857,Electronics,TV,LG,SUP0171,95137,135094.54,42,30.4,24,5,2021-11-20,232,Active
PRD02858,Yonex Badminton 2858,Sports,Badminton,Yonex,SUP0053,2700,3294.0,22,9.69,24,12,2020-09-01,133,Active
PRD02859,Puma Badminton 2859,Sports,Badminton,Puma,SUP0457,856,1112.8,30,25.8,0,12,2024-06-15,137,Active
PRD02860,Boat Laptop 2860,Electronics,Laptop,Boat,SUP0441,85407,111883.17,31,5.93,36,18,2020-12-07,245,Active
PRD02861,IKEA Bed 2861,Furniture,Bed,IKEA,SUP0198,87713,100869.95,15,7.65,24,28,2024-04-29,88,Active
PRD02862,Puma Gym 2862,Sports,Gym,Puma,SUP0413,3903,5581.29,43,15.08,0,12,2019-01-29,209,Active
PRD02863,Whirlpool AC 2863,Home Appliances,AC,Whirlpool,SUP0049,48376,69661.44,44,2.62,12,28,2024-12-29,222,Active
PRD02864,Accu-Chek Sanitizer 2864,Healthcare,Sanitizer,Accu-Chek,SUP0494,3112,4387.92,41,20.03,0,5,2023-10-04,256,Active
PRD02865,Nilkamal Wardrobe 2865,Furniture,Wardrobe,Nilkamal,SUP0347,40931,56894.09,39,13.22,0,12,2022-05-05,79,Discontinued
